src_port,dst_port,length,src_ip_bytes,dst_ip_bytes,label
-0.11886290399522068,-0.5641886616748212,1.1085398926245598,0.3390721530321824,-0.6964755110305706,0.0
-0.09016315546480379,-0.40423003224253834,0.25679402669527573,1.2052864766869602,0.045040374570449355,0.0
-1.6729404289313679,-1.6665296005653023,0.11243725266010342,-0.454219546421188,0.7387854081268965,0.0
0.6720041036899688,-0.2894955743828442,1.0317264402806903,-0.7769698953108293,1.1373057902767219,0.0
-1.0463530472703853,-0.5691866651049939,-1.6522361651200144,-1.6150610346557184,0.6418662447800624,0.0
-0.5436284495398757,-1.4482895263032427,-1.399097471272668,0.5162610005642742,-0.669985405423545,0.0
-2.165445941451275,-0.39793318238044045,0.7791727277892453,-0.9000208849920753,0.3193876183606296,0.0
1.5469513247733344,-0.6483965403897564,-0.3576852585929139,-0.21456697712843517,-1.763578312307612,0.0
-1.6876559987866315,1.9821307630449059,-1.068587016260497,0.18892412377554305,-0.12213659359027781,0.0
-0.7933225239971753,-0.09751255731752635,2.10693527291394,-0.8408834615062262,-0.18610788043292603,0.0
-0.33082013800954874,0.24862109968224747,0.6401861355417178,0.6007316308661058,-0.4537587809747525,0.0
0.14910732049949105,1.3806778536966056,0.5020487884530004,0.9350156840503312,-1.0728775829321828,0.0
0.361220670061466,0.305372350892053,-1.2639394468732894,0.46249684105195926,1.3329985820113501,0.0
-2.2562777249592503,-0.5874479878424115,-1.8912354396310005,2.0393163673034773,1.6049321829386058,0.0
0.9421364440029913,-1.2512093003202847,0.9743788957386452,0.046861608089267696,-0.5438663203278469,0.0
-0.058854983359718165,0.49230231692238335,1.757334352650086,-0.066438696644455,-0.7324526406457924,0.0
0.8646741321033002,0.6248015482096703,-0.10066585974895882,-0.36003699820286433,0.6823782143030833,0.0
-2.355638781546764,0.5742774089608504,-1.5010156762606208,0.16037476772154075,-0.9366908618028807,0.0
-1.500193323030067,-0.9114799357325923,0.5384795921485225,1.403187720903106,1.430391035386895,0.0
0.2770538189110694,-0.041718234876000515,0.8661808175312425,-0.44838461794414913,-0.38382180438471575,0.0
-1.530208637762013,0.04154890596638905,1.4961174267200898,-1.015255843096778,0.041785901887106444,0.0
-1.1240729938019483,-0.16822353911518306,-0.31526536420441253,-0.7428023140496652,1.690828785363729,0.0
-0.6751148168701474,1.2008213637348872,-1.0109328553719128,0.0493008550282703,1.1833383779516948,0.0
-1.0842654688334021,-0.7852325519590005,-0.5706550710702717,-0.5847553031426178,-0.6537985721692521,0.0
0.0936373103895533,-0.1380561536021422,-2.270124794112984,0.7470278313754163,1.3683701009851825,0.0
-0.6251656617952704,0.9514892231853441,-0.38839539113216,-1.8117913262601728,0.36587777841966923,0.0
-1.510169293400578,0.19693759859241844,0.2775318188201837,0.9213923248330042,0.8641375206299403,0.0
-0.17034104505389472,-0.027944131099030208,-0.14111966309893137,-0.21157331799113874,0.7531443859509154,0.0
-0.3505906586380102,-2.170113679875319,-0.01663319722855719,-0.41887499167431586,1.0157532641142524,0.0
-0.7241641389061981,0.3749945418880927,-0.4380524136836985,-0.6588349858879846,-0.3385189382765603,0.0
-1.787056374664183,2.3019773943087056,-0.5142380016611725,0.07177468146133105,0.7736161739786759,0.0
0.12814897872366127,-1.9710325933977326,-0.5059597716051388,-2.3880825233091345,-0.47479945365136045,0.0
